tucaseid,tuactivity_n,tewhere,trtcctot_ln,trtcc_ln,trtcoc_ln,trtec_ln,trthh_ln,trtnohh_ln,trtohh_ln,trtonhh_ln,trto_ln,tuactdur,tuactdur24,tucc5,tucc5b,tucc7,tucc8,tucumdur,tucumdur24,tudurstop,tuec24,tustarttim,tustoptime,tutier1code,tutier2code,tutier3code,trcode,trtier2,txwhere
20230101230628,5,2,0,-1,0,-1,-1,-1,-1,-1,-1,120,120,0,0,0,0,360,360,1,-1,08:00:00,10:00:00,05,01,01,050101,0501,0
20230101230628,6,2,0,-1,0,-1,-1,-1,-1,-1,-1,15,15,0,0,0,0,375,375,1,-1,10:00:00,10:15:00,12,03,08,120308,1203,0
20230101230628,7,2,0,-1,0,-1,-1,-1,-1,-1,-1,195,195,0,0,0,0,570,570,1,-1,10:15:00,13:30:00,05,01,01,050101,0501,0
20230101230628,8,2,0,-1,0,-1,-1,-1,-1,-1,-1,15,15,0,0,0,0,585,585,1,-1,13:30:00,13:45:00,12,03,08,120308,1203,0
20230101230628,9,2,0,-1,0,-1,-1,-1,-1,-1,-1,225,225,0,0,0,0,810,810,1,-1,13:45:00,17:30:00,05,01,01,050101,0501,0
20230101230628,10,12,0,-1,0,-1,-1,-1,-1,-1,-1,30,30,0,0,0,0,840,840,1,-1,17:30:00,18:00:00,18,05,01,180501,1805,0
20230101230628,11,-1,0,-1,0,-1,-1,-1,-1,-1,-1,15,15,0,0,0,0,855,855,1,-1,18:00:00,18:15:00,01,02,01,010201,0102,0
20230101230628,12,1,0,-1,0,-1,-1,-1,-1,-1,-1,60,60,0,0,0,0,915,915,1,-1,18:15:00,19:15:00,02,01,01,020101,0201,0
20230101230628,13,12,0,-1,0,-1,-1,-1,-1,-1,-1,15,15,0,0,0,0,930,930,1,-1,19:15:00,19:30:00,18,07,04,180704,1807,0
20230101230628,14,7,0,-1,0,-1,-1,-1,-1,-1,-1,10,10,0,0,0,0,940,940,1,-1,19:30:00,19:40:00,07,01,04,070104,0701,0
20230101230628,15,12,0,-1,0,-1,-1,-1,-1,-1,-1,30,30,0,0,0,0,970,970,1,-1,19:40:00,20:10:00,18,07,04,180704,1807,0
20230101230628,16,7,0,-1,0,-1,-1,-1,-1,-1,-1,10,10,0,0,0,0,980,980,1,-1,20:10:00,20:20:00,07,01,04,070104,0701,0
20230101230628,17,12,0,-1,0,-1,-1,-1,-1,-1,-1,20,20,0,0,0,0,1000,1000,1,-1,20:20:00,20:40:00,18,11,01,181101,1811,0
20230101230628,18,4,0,-1,0,-1,-1,-1,-1,-1,-1,60,60,0,0,0,0,1060,1060,1,-1,20:40:00,21:40:00,11,01,01,110101,1101,0
20230101230628,19,12,0,-1,0,-1,-1,-1,-1,-1,-1,20,20,0,0,0,0,1080,1080,1,-1,21:40:00,22:00:00,18,11,01,181101,1811,0
20230101230628,20,-1,0,-1,0,-1,-1,-1,-1,-1,-1,540,360,0,0,0,0,1620,1440,2,-1,22:00:00,07:00:00,01,01,01,010101,0101,0
20230101230644,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,90,90,0,0,0,97,90,90,2,-1,04:00:00,05:30:00,01,01,01,010101,0101,0
20230101230644,2,1,0,-1,0,-1,-1,-1,-1,-1,-1,120,120,0,0,0,0,210,210,1,-1,05:30:00,07:30:00,12,03,12,120312,1203,0
20230101230644,3,9,0,-1,0,-1,-1,-1,-1,-1,-1,70,70,0,0,0,0,280,280,1,-1,07:30:00,08:40:00,13,01,31,130131,1301,0
20230101230644,4,1,0,-1,0,-1,-1,-1,-1,-1,-1,5,5,0,0,0,0,285,285,1,-1,08:40:00,08:45:00,02,02,01,020201,0202,0
20230101230644,5,1,0,-1,0,-1,-1,-1,-1,-1,-1,120,120,0,0,0,0,405,405,1,-1,08:45:00,10:45:00,12,03,12,120312,1203,0
20230101230644,6,1,0,-1,0,-1,-1,-1,-1,-1,-1,30,30,0,0,0,0,435,435,1,-1,10:45:00,11:15:00,02,06,02,020602,0206,0
20230101230644,7,12,0,-1,0,-1,-1,-1,-1,-1,-1,15,15,0,0,0,0,450,450,1,-1,11:15:00,11:30:00,18,11,01,181101,1811,0
20230101230644,8,4,0,-1,0,-1,-1,-1,-1,-1,-1,30,30,0,0,0,0,480,480,1,-1,11:30:00,12:00:00,11,01,01,110101,1101,0
20230101230644,9,4,0,-1,0,-1,-1,-1,-1,-1,-1,150,150,0,0,0,0,630,630,1,-1,12:00:00,14:30:00,12,01,01,120101,1201,0
20230101230644,10,12,0,-1,0,-1,-1,-1,-1,-1,-1,20,20,0,0,0,0,650,650,1,-1,14:30:00,14:50:00,18,12,01,181201,1812,0
20230101230644,11,1,0,-1,0,-1,-1,-1,-1,-1,-1,15,15,0,0,0,0,665,665,1,-1,14:50:00,15:05:00,02,06,02,020602,0206,0
20230101230644,12,1,0,-1,0,-1,-1,-1,-1,-1,-1,15,15,0,0,0,0,680,680,1,-1,15:05:00,15:20:00,02,06,01,020601,0206,0
20230101230644,13,1,0,-1,0,-1,-1,-1,-1,-1,-1,15,15,0,0,0,0,695,695,1,-1,15:20:00,15:35:00,13,01,33,130133,1301,0
20230101230644,14,1,0,-1,0,-1,-1,-1,-1,-1,-1,180,180,0,0,0,0,875,875,1,-1,15:35:00,18:35:00,12,03,03,120303,1203,0
20230101230644,15,1,0,-1,0,-1,-1,-1,-1,-1,-1,15,15,0,0,0,0,890,890,1,-1,18:35:00,18:50:00,02,02,03,020203,0202,0
20230101230644,16,1,0,-1,0,-1,-1,-1,-1,-1,-1,90,90,0,0,0,0,980,980,1,-1,18:50:00,20:20:00,12,03,05,120305,1203,0
20230101230644,17,1,0,-1,0,-1,-1,-1,-1,-1,-1,30,30,0,0,0,0,1010,1010,1,-1,20:20:00,20:50:00,12,03,12,120312,1203,0
20230101230644,18,-1,0,-1,0,-1,-1,-1,-1,-1,-1,490,430,0,0,0,0,1500,1440,2,-1,20:50:00,05:00:00,01,01,01,010101,0101,0
20230101230650,1,-1,0,0,0,-1,0,-1,0,-1,0,210,210,1,0,0,97,210,210,2,-1,04:00:00,07:30:00,01,01,01,010101,0101,0
20230101230650,2,12,0,0,0,-1,0,-1,0,-1,0,7,7,1,0,0,0,217,217,1,-1,07:30:00,07:37:00,18,03,01,180301,1803,0
20230101230650,3,8,0,0,0,-1,0,-1,0,-1,0,3,3,1,0,0,0,220,220,1,-1,07:37:00,07:40:00,03,01,12,030112,0301,0
20230101230650,4,12,0,0,0,-1,0,-1,0,-1,0,7,7,0,0,0,0,227,227,1,-1,07:40:00,07:47:00,18,03,01,180301,1803,0
20230101230650,5,1,0,0,0,-1,0,-1,0,-1,0,223,223,0,0,0,0,450,450,2,-1,07:47:00,11:30:00,05,01,01,050101,0501,0
20230101230650,6,12,0,0,0,-1,0,-1,0,-1,0,15,15,0,0,0,0,465,465,1,-1,11:30:00,11:45:00,18,08,04,180804,1808,0
20230101230650,7,2,0,0,0,-1,0,-1,0,-1,0,75,75,0,0,0,0,540,540,2,-1,11:45:00,13:00:00,08,04,01,080401,0804,0
20230101230650,8,12,0,0,0,-1,0,-1,0,-1,0,5,5,0,0,0,0,545,545,1,-1,13:00:00,13:05:00,18,07,03,180703,1807,0
